Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	1		704	80	#N/A	#N/A	30064	2.08 %	0.12	160.96	336.04	2.09	0.163	1.055	3.794	0.736	31731.153	0.000	0.273	1.870	0.145	8213.604	0.000	0.408	5.897	0.465	12263.180	0.000	2.721	28.609	2.442	81815.234	0.000	0.683	6.955	0.485	20522.544	0.000	0.021	0.321	0.029	643.308	0.000	0.259	2.341	0.355	7783.313	0.000	0.390	1.110	0.241	11738.687			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	2		1142	16	#N/A	#N/A	976	0.07 %	0.56	32.08	44.01	1.37	0.259	0.666	2.506	0.482	649.677	0.000	0.126	0.613	0.074	122.664	0.000	0.329	1.969	0.300	320.691	0.000	2.933	17.737	2.901	2862.381	0.000	0.473	1.802	0.347	462.002	0.000	0.016	0.114	0.023	16.061	0.000	0.097	0.720	0.115	94.800	0.000	0.558	0.883	0.177	544.698			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	3		880	474	#N/A	#N/A	223584	15.44 %	0.02	591.71	809.91	1.37	0.180	1.045	4.844	0.709	233614.010	0.000	0.204	2.618	0.124	45522.407	0.000	0.451	6.875	0.403	100847.100	0.000	3.064	35.967	2.827	685112.378	0.000	0.522	18.508	0.552	116630.785	0.000	0.027	0.864	0.033	5982.222	0.000	0.245	3.154	0.322	54718.979	0.000	0.465	1.333	0.255	103923.714			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	4		1050	102	#N/A	#N/A	992	0.07 %	0.64	36.01	36.02	1.00	0.274	0.791	2.267	0.413	784.804	0.012	0.164	0.510	0.074	162.928	0.000	0.246	0.938	0.174	244.324	0.097	1.542	4.602	0.858	1529.764	0.000	0.451	1.446	0.258	447.454	0.000	0.018	0.127	0.023	17.716	0.007	0.157	0.659	0.158	155.689	0.000	0.482	0.901	0.168	478.505			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	5		1078	136	#N/A	#N/A	1840	0.13 %	0.51	51.69	52.46	1.01	0.278	0.895	2.343	0.538	1647.125	0.000	0.142	0.437	0.069	261.178	0.000	0.304	0.987	0.205	558.857	0.343	2.100	6.099	1.044	3863.880	0.000	0.432	1.539	0.290	795.410	0.000	0.019	0.189	0.025	35.634	0.006	0.159	1.002	0.172	292.543	0.000	0.443	0.891	0.217	815.330			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	6		1154	156	#N/A	#N/A	1008	0.07 %	0.58	32.01	44.01	1.38	0.272	0.798	2.192	0.510	804.119	0.000	0.110	0.421	0.062	110.883	0.000	0.267	1.022	0.226	268.826	0.000	2.021	7.718	1.529	2037.429	0.000	0.416	1.498	0.286	419.416	0.000	0.017	0.131	0.023	17.055	0.000	0.159	0.815	0.188	160.404	0.000	0.488	0.824	0.176	491.471			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	7		1158	244	#N/A	#N/A	784	0.05 %	0.57	33.54	33.57	1.00	0.270	0.902	2.604	0.625	706.838	0.000	0.148	0.597	0.081	116.071	0.000	0.390	1.646	0.361	305.725	0.000	1.943	6.721	1.230	1523.197	0.000	0.436	1.539	0.299	341.574	0.000	0.020	0.145	0.024	15.345	0.005	0.128	0.749	0.144	100.665	0.000	0.433	0.779	0.218	339.414			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	8		1098	272	#N/A	#N/A	944	0.07 %	0.54	33.68	40.86	1.21	0.273	0.906	2.857	0.678	855.693	0.000	0.117	0.449	0.072	110.061	0.000	0.368	1.681	0.270	347.382	0.275	3.089	15.840	2.452	2916.239	0.000	0.404	1.823	0.334	381.171	0.000	0.021	0.125	0.025	19.647	0.000	0.169	1.036	0.197	159.600	0.000	0.505	1.007	0.247	476.883			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	9		1184	396	#N/A	#N/A	2816	0.19 %	0.37	53.35	87.32	1.64	0.238	0.816	2.993	0.564	2299.243	0.000	0.099	0.396	0.064	279.834	0.000	0.331	1.249	0.285	933.162	0.126	2.585	12.211	2.081	7278.090	0.000	0.389	1.783	0.310	1096.262	0.000	0.019	0.195	0.025	53.671	0.000	0.173	0.987	0.204	486.318	0.000	0.533	0.941	0.189	1499.546			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_4.im3	Tumor	10		1124	454	#N/A	#N/A	1136	0.08 %	0.53	35.58	44.37	1.25	0.257	0.723	2.051	0.463	821.787	0.000	0.125	0.497	0.063	141.469	0.000	0.240	0.911	0.194	272.675	0.394	1.998	7.504	1.054	2270.265	0.000	0.311	1.342	0.248	353.000	0.000	0.018	0.145	0.024	21.000	0.003	0.184	1.003	0.209	209.455	0.000	0.543	0.936	0.179	616.373			0	0	0	0	
