Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	1		696	520	#N/A	#N/A	1133824	78.32 %	0.02	1040.97	1392.78	1.34	0.084	1.490	7.260	0.984	1689708.662	0.000	0.193	6.482	0.129	219195.493	0.000	0.419	9.713	0.308	474897.334	0.000	2.174	54.825	3.910	2465262.351	0.000	0.569	31.050	0.528	645630.812	0.000	0.018	0.842	0.027	19881.949	0.000	0.347	2.826	0.340	392880.981	0.000	0.556	2.924	0.340	630506.764			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	2		1356	20	#N/A	#N/A	1600	0.11 %	0.42	40.21	72.02	1.79	0.364	0.913	3.749	0.670	1460.998	0.000	0.174	0.763	0.093	278.587	0.000	0.403	2.241	0.327	644.371	0.000	2.996	25.100	3.704	4794.192	0.000	0.551	5.485	0.462	882.396	0.000	0.018	0.194	0.028	28.731	0.006	0.221	1.065	0.223	353.255	0.000	0.765	2.110	0.308	1224.175			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	3		700	404	#N/A	#N/A	960	0.07 %	0.62	32.05	40.03	1.25	0.345	1.045	3.262	0.776	1002.936	0.000	0.103	0.485	0.079	98.861	0.000	0.376	1.333	0.268	361.398	0.436	3.367	18.252	3.020	3231.855	0.000	0.256	2.069	0.328	245.492	0.000	0.031	0.313	0.049	29.285	0.000	0.325	2.177	0.459	312.176	0.000	0.548	1.265	0.220	526.120			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	4		702	500	#N/A	#N/A	1392	0.10 %	0.23	38.60	79.41	2.06	0.159	0.924	4.765	0.764	1286.775	0.000	0.086	0.863	0.089	120.401	0.000	0.764	2.294	0.485	1063.107	0.722	10.818	43.386	9.239	15058.825	0.000	0.660	5.854	0.851	918.734	0.000	0.038	0.253	0.043	52.418	0.000	0.096	0.292	0.043	133.065	0.000	0.992	2.378	0.407	1380.951			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	5		846	588	#N/A	#N/A	1280	0.09 %	0.50	33.68	58.91	1.75	0.318	1.363	4.664	1.012	1744.066	0.000	0.171	0.720	0.123	219.456	0.000	0.687	2.599	0.418	878.830	0.992	6.899	38.082	6.835	8831.039	0.000	0.743	4.402	0.685	951.059	0.000	0.026	0.209	0.036	33.189	0.000	0.201	0.749	0.173	257.083	0.000	0.764	1.908	0.390	977.733			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Tumor	6		1358	592	#N/A	#N/A	1216	0.08 %	0.37	36.00	56.00	1.56	0.215	1.119	3.585	0.766	1360.285	0.000	0.126	0.373	0.073	153.413	0.000	0.632	1.724	0.303	768.183	0.765	6.588	22.286	4.925	8011.196	0.000	0.917	3.353	0.690	1115.109	0.000	0.021	0.180	0.031	25.734	0.000	0.140	1.004	0.163	170.232	0.000	0.919	1.802	0.333	1117.601			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Stroma	7		86	78	#N/A	#N/A	12800	0.88 %	0.18	156.02	172.02	1.10	0.161	1.046	5.965	1.092	13387.303	0.000	0.193	3.047	0.241	2471.220	0.000	0.587	2.316	0.392	7509.731	0.000	7.255	47.851	7.034	92859.451	0.000	0.910	26.449	1.115	11644.181	0.000	0.024	0.906	0.041	303.850	0.000	0.077	0.272	0.038	980.648	0.000	0.831	3.144	0.518	10638.823			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Stroma	8		440	204	#N/A	#N/A	20032	1.38 %	0.10	135.82	411.35	3.03	0.149	0.632	5.360	0.599	12663.238	0.000	0.108	5.012	0.183	2153.664	0.000	0.394	4.351	0.390	7893.126	0.000	4.733	45.669	5.801	94802.046	0.000	0.382	6.929	0.609	7658.176	0.000	0.016	0.289	0.024	316.711	0.000	0.069	0.296	0.030	1378.344	0.000	0.707	3.362	0.379	14156.426			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Stroma	9		628	40	#N/A	#N/A	2416	0.17 %	0.32	65.76	76.66	1.17	0.215	0.900	5.907	1.095	2174.538	0.000	0.072	0.529	0.083	172.751	0.000	0.688	2.511	0.410	1662.102	0.425	11.339	37.704	7.147	27394.461	0.000	0.688	5.419	0.826	1663.269	0.000	0.026	0.528	0.043	61.691	0.000	0.078	0.199	0.037	189.613	0.000	0.863	2.017	0.376	2085.153			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_3.im3	Stroma	10		1310	52	#N/A	#N/A	5232	0.36 %	0.13	100.40	169.69	1.69	0.305	0.694	4.232	0.621	3628.562	0.000	0.091	0.579	0.079	478.294	0.000	0.337	2.249	0.337	1764.011	0.000	4.212	33.381	5.281	22035.158	0.000	0.499	3.535	0.523	2611.422	0.000	0.016	0.229	0.027	82.029	0.000	0.061	0.287	0.029	318.205	0.000	0.750	2.182	0.270	3925.580			0	0	0	0	
