Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	1		76	34	#N/A	#N/A	8592	0.59 %	0.55	68.17	152.07	2.23	0.109	0.551	3.027	0.456	4732.499	0.000	0.325	1.860	0.257	2796.416	0.000	0.206	1.570	0.239	1769.293	0.141	2.553	13.223	2.377	21932.335	0.000	0.331	2.561	0.302	2844.253	0.000	0.077	0.884	0.078	661.648	0.000	0.556	3.529	0.688	4779.880	0.175	0.651	1.235	0.112	5589.849			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	2		296	38	#N/A	#N/A	10976	0.76 %	0.35	76.44	192.41	2.52	0.124	0.497	2.161	0.354	5451.227	0.000	0.265	1.254	0.156	2903.288	0.000	0.167	2.103	0.247	1831.003	0.106	2.136	19.171	2.650	23445.911	0.000	0.392	7.105	0.370	4303.999	0.000	0.076	1.402	0.066	836.721	0.000	0.500	3.871	0.575	5485.182	0.176	0.674	1.481	0.138	7401.663			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	3		576	16	#N/A	#N/A	896	0.06 %	0.51	32.13	40.09	1.25	0.163	0.280	1.380	0.141	251.034	0.000	0.180	0.824	0.124	161.655	0.000	0.612	2.179	0.444	548.447	1.165	6.871	22.808	4.288	6156.805	0.000	0.456	3.277	0.527	408.667	0.000	0.036	0.188	0.039	31.898	0.000	0.100	0.354	0.053	89.685	0.445	0.757	1.078	0.105	678.295			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	4		1248	162	#N/A	#N/A	47920	3.31 %	0.23	288.01	325.70	1.13	0.124	0.681	4.253	0.618	32614.462	0.000	0.184	1.148	0.106	8825.334	0.000	0.078	1.842	0.150	3737.385	0.000	0.926	15.752	1.357	44392.816	0.000	0.322	7.848	0.225	15411.196	0.000	0.069	0.443	0.060	3317.750	0.000	0.486	4.236	0.597	23267.230	0.270	0.762	1.717	0.135	36503.447			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	5		696	550	#N/A	#N/A	903248	62.39 %	0.01	980.80	1397.04	1.42	0.098	0.575	4.833	0.481	519012.216	0.000	0.145	2.319	0.134	130839.207	0.000	0.141	4.241	0.245	127215.221	0.000	1.663	18.981	2.326	1502054.562	0.000	0.276	21.291	0.423	249282.961	0.000	0.063	3.506	0.074	56941.655	0.000	0.413	4.559	0.545	372973.571	0.000	0.723	2.221	0.116	653197.675			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	6		1058	86	#N/A	#N/A	1504	0.10 %	0.64	44.09	44.16	1.00	0.195	0.380	1.144	0.183	571.373	0.000	0.125	0.343	0.072	188.214	0.000	0.301	0.939	0.210	452.943	0.374	4.701	9.843	2.794	7069.681	0.000	0.298	1.196	0.243	447.949	0.000	0.045	0.264	0.042	68.290	0.000	0.181	0.615	0.123	272.544	0.459	0.720	0.991	0.074	1082.520			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	7		52	118	#N/A	#N/A	1360	0.09 %	0.35	36.49	65.80	1.80	0.109	0.337	2.837	0.422	458.190	0.000	0.127	0.606	0.105	172.470	0.000	0.524	2.054	0.441	713.028	0.623	6.680	18.735	4.472	9085.180	0.000	0.866	6.218	1.112	1178.191	0.000	0.057	0.564	0.081	77.209	0.000	0.141	0.752	0.111	191.808	0.354	0.664	1.112	0.127	903.379			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	8		1302	794	#N/A	#N/A	3232	0.22 %	0.27	48.15	108.82	2.26	0.159	0.591	2.409	0.431	1910.704	0.000	0.069	0.349	0.040	221.559	0.000	0.076	1.264	0.166	244.145	0.000	1.167	11.418	1.709	3770.471	0.000	0.225	1.479	0.171	725.692	0.000	0.050	0.315	0.044	162.726	0.000	0.152	1.368	0.196	492.191	0.400	0.792	1.332	0.101	2558.883			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	9		1220	806	#N/A	#N/A	1840	0.13 %	0.30	45.20	62.87	1.39	0.191	0.684	2.543	0.502	1258.047	0.000	0.068	0.190	0.032	125.623	0.000	0.034	0.555	0.068	62.925	0.000	0.610	6.800	0.564	1122.137	0.000	0.199	0.969	0.137	367.075	0.000	0.053	0.208	0.038	96.693	0.000	0.101	0.529	0.087	185.574	0.436	0.764	1.176	0.095	1406.023			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_4.im3	Tumor	10		1120	994	#N/A	#N/A	2256	0.16 %	0.25	55.77	83.97	1.51	0.189	0.691	2.570	0.467	1559.230	0.000	0.059	0.235	0.028	133.370	0.000	0.026	0.395	0.052	58.554	0.000	0.510	1.570	0.294	1150.445	0.000	0.165	0.578	0.118	371.627	0.000	0.052	0.228	0.038	116.988	0.000	0.090	0.830	0.094	203.573	0.538	0.806	1.190	0.091	1819.182			0	0	0	0	
