Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	1		66	36	#N/A	#N/A	5680	0.39 %	0.40	72.02	132.24	1.84	0.370	1.723	5.444	1.098	9789.048	0.000	0.397	4.484	0.397	2254.231	0.000	1.892	6.285	0.842	10744.660	1.538	26.258	62.971	12.307	149142.764	0.000	2.487	16.981	2.599	14128.483	0.000	0.289	1.780	0.267	1641.000	0.000	0.464	2.091	0.370	2635.914	0.000	0.893	3.030	0.556	5073.134			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	2		696	520	#N/A	#N/A	832032	57.47 %	0.02	1042.91	1396.48	1.34	0.249	1.879	7.096	1.133	1563077.533	0.000	0.288	10.806	0.236	239303.919	0.000	0.802	14.516	0.615	667290.142	0.000	4.914	64.122	6.081	4088354.619	0.000	0.702	57.194	0.930	584131.486	0.000	0.044	4.558	0.078	36655.079	0.000	0.343	2.711	0.283	285290.671	0.000	0.412	3.360	0.343	342978.676			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	3		828	38	#N/A	#N/A	1824	0.13 %	0.44	52.01	56.00	1.08	0.562	1.953	6.277	1.437	3563.170	0.000	0.175	0.678	0.126	319.642	0.000	0.817	2.233	0.359	1489.388	2.461	8.822	42.324	5.841	16091.165	0.000	0.785	6.622	0.911	1432.426	0.000	0.043	0.374	0.051	78.216	0.000	0.222	1.266	0.208	405.839	0.000	0.428	1.649	0.344	781.320			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	4		290	48	#N/A	#N/A	1312	0.09 %	0.43	35.44	56.90	1.61	0.356	0.828	2.761	0.375	1086.693	0.000	0.227	0.954	0.136	297.367	0.000	1.008	3.651	0.618	1321.876	2.138	14.619	52.318	10.987	19179.518	0.000	1.419	11.941	1.991	1861.771	0.000	0.064	0.625	0.078	84.116	0.000	0.120	0.561	0.091	157.365	0.023	0.856	2.344	0.343	1122.991			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	5		180	152	#N/A	#N/A	8032	0.55 %	0.28	70.60	184.92	2.62	0.353	1.730	6.878	1.043	13898.036	0.000	0.396	3.288	0.326	3182.620	0.000	1.255	8.476	0.924	10076.639	0.682	10.426	56.461	9.821	83743.298	0.000	1.107	14.606	1.568	8889.922	0.000	0.084	1.259	0.124	672.723	0.000	0.319	2.322	0.322	2558.914	0.000	0.488	2.699	0.415	3918.797			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	6		74	164	#N/A	#N/A	17376	1.20 %	0.44	148.22	176.00	1.19	0.379	1.899	6.248	1.093	32995.936	0.000	0.461	6.685	0.499	8009.941	0.000	1.986	7.143	0.757	34505.275	2.273	27.619	60.271	11.418	479910.620	0.000	2.624	19.906	2.572	45601.681	0.000	0.323	3.801	0.269	5612.359	0.000	0.474	2.450	0.367	8236.489	0.000	0.889	3.182	0.571	15445.999			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	7		128	292	#N/A	#N/A	1728	0.12 %	0.27	55.99	56.18	1.00	0.428	0.994	4.012	0.603	1717.814	0.000	0.309	2.337	0.181	534.278	0.000	0.812	4.298	0.641	1402.952	1.162	8.525	63.310	10.903	14731.559	0.000	0.939	14.138	1.412	1622.456	0.000	0.157	2.042	0.235	271.179	0.000	0.147	0.653	0.116	253.168	0.000	0.699	2.583	0.367	1207.935			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	8		28	392	#N/A	#N/A	3104	0.21 %	0.28	46.36	108.44	2.34	0.622	1.451	4.983	0.750	4503.289	0.000	0.772	3.049	0.595	2395.988	0.000	1.615	3.781	0.667	5012.667	2.967	21.840	50.644	11.103	67791.107	0.000	3.265	15.710	2.847	10134.789	0.000	0.411	1.643	0.325	1275.274	0.000	0.184	0.640	0.104	571.906	0.000	1.021	2.649	0.518	3167.835			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	9		104	390	#N/A	#N/A	3056	0.21 %	0.24	60.59	105.15	1.74	0.384	0.905	4.620	0.620	2765.174	0.000	0.422	3.230	0.420	1289.773	0.000	1.474	4.813	0.721	4504.554	2.747	20.314	59.870	12.539	62080.700	0.000	1.754	13.214	2.319	5358.775	0.000	0.190	1.358	0.221	579.787	0.000	0.218	1.467	0.234	667.054	0.000	0.977	2.740	0.520	2986.651			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	10		62	686	#N/A	#N/A	10096	0.70 %	0.49	123.84	124.27	1.00	0.387	1.688	5.497	0.919	17040.388	0.000	0.454	3.239	0.297	4579.386	0.000	1.058	5.723	0.619	10683.108	0.876	7.648	53.120	7.481	77219.100	0.000	0.933	14.356	1.268	9419.541	0.000	0.055	0.833	0.076	552.712	0.000	0.298	2.261	0.271	3007.535	0.000	0.485	2.368	0.367	4891.521			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Tumor	11		344	884	#N/A	#N/A	89936	6.21 %	0.13	313.22	690.62	2.20	0.413	1.826	6.092	1.050	164262.076	0.000	0.348	2.348	0.189	31306.301	0.000	0.925	9.947	0.639	83185.455	0.000	4.439	55.746	4.618	399265.160	0.000	0.713	14.339	0.693	64156.245	0.000	0.037	1.113	0.049	3336.401	0.000	0.343	1.998	0.269	30878.364	0.000	0.433	2.840	0.323	38941.679			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Stroma	12		216	290	#N/A	#N/A	111168	7.68 %	0.04	432.70	580.87	1.34	0.179	1.176	8.540	0.886	130782.801	0.000	0.391	11.263	0.574	43412.400	0.000	1.112	12.585	0.839	123609.667	0.335	13.763	71.464	12.099	1529987.543	0.000	1.508	27.529	2.251	167638.495	0.000	0.183	7.053	0.370	20344.855	0.000	0.103	1.179	0.067	11429.635	0.000	0.734	4.342	0.466	81626.802			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Stroma	13		494	70	#N/A	#N/A	5136	0.35 %	0.21	75.31	151.28	2.01	0.402	1.095	5.738	0.731	5623.141	0.000	0.254	4.612	0.461	1302.719	0.000	0.677	4.721	0.579	3476.527	0.358	7.678	56.218	8.512	39435.343	0.000	0.767	11.256	1.209	3938.686	0.000	0.039	0.694	0.055	200.999	0.000	0.078	0.406	0.046	398.105	0.000	0.510	2.003	0.285	2621.189			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Stroma	14		820	60	#N/A	#N/A	5392	0.37 %	0.09	119.82	120.52	1.01	0.407	0.988	4.348	0.448	5328.335	0.000	0.098	0.770	0.099	529.940	0.000	0.822	3.008	0.480	4431.683	1.130	12.215	52.616	9.718	65865.603	0.000	1.041	12.796	1.561	5613.073	0.000	0.037	0.497	0.055	201.640	0.000	0.083	0.335	0.047	444.861	0.000	0.678	2.041	0.322	3657.800			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-05 C3 S_1.im3	Stroma	15		1176	352	#N/A	#N/A	150528	10.40 %	0.15	405.48	728.55	1.80	0.182	1.632	8.869	1.259	245686.911	0.000	0.324	7.880	0.421	48761.209	0.000	1.225	7.113	0.788	184331.761	0.000	15.116	64.512	11.819	2275309.515	0.000	2.101	38.514	2.555	316325.146	0.000	0.267	7.222	0.548	40157.972	0.000	0.087	0.598	0.055	13043.233	0.000	0.776	3.894	0.514	116806.147			0	0	0	0	
