Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	1		198	20	#N/A	#N/A	800	0.06 %	0.51	28.04	40.11	1.43	0.104	0.616	2.930	0.630	492.625	0.000	0.070	0.316	0.048	56.003	0.000	0.224	1.563	0.234	179.489	0.123	2.800	16.089	2.762	2240.332	0.000	0.328	5.481	0.581	262.734	0.000	0.044	0.261	0.043	35.344	0.000	0.152	1.291	0.223	121.924	0.297	0.636	1.090	0.107	508.475			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	2		1306	14	#N/A	#N/A	1008	0.07 %	0.65	28.05	44.04	1.57	0.111	0.454	3.960	0.558	457.679	0.000	0.253	1.727	0.266	255.488	0.000	0.367	1.586	0.297	369.636	0.186	5.087	15.828	3.886	5127.250	0.000	1.111	5.713	1.183	1119.602	0.000	0.073	0.551	0.084	73.950	0.000	0.169	0.853	0.157	169.870	0.541	0.910	1.767	0.192	917.113			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	3		130	58	#N/A	#N/A	816	0.06 %	0.52	26.98	44.40	1.65	0.136	0.335	1.279	0.198	273.476	0.000	0.074	0.159	0.030	60.767	0.000	0.074	0.498	0.090	60.213	0.032	0.909	3.210	0.467	741.901	0.000	0.203	0.785	0.173	165.489	0.000	0.042	0.230	0.040	34.259	0.000	0.160	0.943	0.190	130.354	0.427	0.612	0.858	0.072	499.589			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	4		1140	122	#N/A	#N/A	24608	1.70 %	0.14	143.93	350.53	2.44	0.099	0.630	4.396	0.650	15500.375	0.000	0.158	1.154	0.097	3885.605	0.000	0.184	2.275	0.217	4525.131	0.000	1.814	17.701	2.316	44628.141	0.000	0.417	29.728	0.820	10263.624	0.000	0.070	1.117	0.071	1728.034	0.000	0.453	3.919	0.606	11144.310	0.221	0.840	2.085	0.219	20674.281			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	5		1368	88	#N/A	#N/A	1472	0.10 %	0.41	48.06	56.04	1.17	0.113	0.509	3.033	0.491	748.674	0.000	0.135	0.651	0.100	198.633	0.000	0.354	1.761	0.317	521.471	0.351	4.341	15.243	3.030	6389.882	0.000	0.345	2.826	0.461	507.608	0.000	0.058	0.457	0.068	86.007	0.000	0.517	3.897	0.833	760.563	0.319	0.834	1.427	0.143	1228.017			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	6		1326	150	#N/A	#N/A	4736	0.33 %	0.29	80.64	95.13	1.18	0.101	0.709	4.591	0.754	3358.689	0.000	0.115	0.968	0.092	544.460	0.000	0.245	1.609	0.268	1158.971	0.043	3.278	16.267	3.019	15526.459	0.000	0.352	3.173	0.440	1665.200	0.000	0.055	0.393	0.065	259.264	0.000	0.609	3.710	0.790	2882.263	0.368	0.809	1.333	0.136	3829.165			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	7		802	156	#N/A	#N/A	2880	0.20 %	0.54	46.20	83.75	1.81	0.139	0.664	2.988	0.647	1911.547	0.001	0.139	0.475	0.061	401.599	0.000	0.132	0.683	0.121	380.475	0.000	1.215	3.300	0.581	3499.765	0.000	0.269	1.155	0.220	775.872	0.000	0.067	0.351	0.056	193.580	0.000	0.330	2.196	0.379	949.072	0.444	0.757	1.316	0.134	2181.344			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	8		1374	178	#N/A	#N/A	992	0.07 %	0.35	36.00	52.02	1.44	0.125	0.432	2.294	0.404	428.848	0.000	0.148	0.692	0.119	146.608	0.000	0.235	1.143	0.254	233.295	0.142	3.066	14.865	3.740	3041.479	0.000	0.342	2.871	0.404	339.518	0.000	0.045	0.326	0.049	44.552	0.000	0.181	1.938	0.204	179.605	0.433	0.756	1.211	0.124	749.573			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	9		868	574	#N/A	#N/A	381312	26.34 %	0.03	696.53	1079.97	1.55	0.076	0.594	5.647	0.506	226311.665	0.000	0.155	2.242	0.125	59218.379	0.000	0.153	4.449	0.276	58246.547	0.000	1.772	35.672	3.066	675598.114	0.000	0.232	17.550	0.401	88481.718	0.000	0.078	4.141	0.144	29564.536	0.000	0.475	5.533	0.599	181176.230	0.065	0.777	2.306	0.151	296135.952			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_3.im3	Tumor	10		632	252	#N/A	#N/A	1376	0.10 %	0.42	30.75	61.88	2.01	0.150	0.356	2.671	0.304	490.073	0.000	0.195	1.578	0.195	268.616	0.000	0.119	0.695	0.137	164.060	0.000	1.124	5.885	0.736	1546.910	0.000	0.177	1.156	0.186	243.419	0.000	0.052	0.325	0.048	71.778	0.000	0.236	1.818	0.319	324.839	0.460	0.703	1.093	0.097	967.886			0	0	0	0	
