Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	1		46	36	#N/A	#N/A	3904	0.27 %	0.28	72.43	92.11	1.27	0.112	0.493	3.111	0.497	1925.295	0.000	0.158	1.044	0.128	617.049	0.000	0.340	2.880	0.365	1328.097	0.131	3.777	20.108	3.919	14744.389	0.000	0.363	4.343	0.477	1416.972	0.000	0.050	0.371	0.056	195.181	0.000	0.359	3.223	0.516	1401.577	0.172	0.669	1.305	0.119	2611.894			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	2		184	98	#N/A	#N/A	15456	1.07 %	0.14	162.57	182.09	1.12	0.103	0.456	3.415	0.466	7044.284	0.000	0.126	1.326	0.101	1954.261	0.000	0.338	2.059	0.359	5217.292	0.000	4.077	22.852	3.849	63020.239	0.000	0.446	13.555	0.617	6891.391	0.000	0.058	3.182	0.114	902.298	0.000	0.375	4.415	0.632	5795.184	0.168	0.659	1.361	0.123	10192.926			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	3		696	520	#N/A	#N/A	1164736	80.46 %	0.03	1049.98	1396.27	1.33	0.087	0.684	5.986	0.584	796205.422	0.000	0.160	3.412	0.159	186625.659	0.000	0.153	3.842	0.248	178577.919	0.000	1.707	25.258	2.280	1988379.580	0.000	0.316	22.462	0.346	368435.665	0.000	0.058	2.877	0.059	67920.296	0.000	0.485	3.840	0.516	565317.106	0.000	0.736	3.568	0.129	856786.418			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	4		1092	10	#N/A	#N/A	752	0.05 %	0.43	20.11	56.01	2.78	0.168	0.412	1.491	0.265	309.737	0.000	0.066	0.194	0.035	49.287	0.000	0.075	0.734	0.149	56.617	0.000	1.136	6.016	1.357	854.257	0.000	0.219	1.469	0.185	164.712	0.000	0.041	0.197	0.039	30.541	0.014	0.221	0.806	0.189	166.179	0.436	0.669	0.933	0.081	503.106			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	5		1310	12	#N/A	#N/A	752	0.05 %	0.54	24.00	44.00	1.83	0.248	1.422	3.122	0.689	1069.226	0.000	0.061	0.160	0.029	46.192	0.000	0.030	0.369	0.058	22.647	0.000	0.570	1.820	0.315	428.940	0.000	0.358	1.522	0.182	269.291	0.000	0.050	0.207	0.042	37.420	0.004	0.221	0.935	0.212	166.544	0.399	0.757	1.149	0.124	569.477			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	6		1310	66	#N/A	#N/A	800	0.06 %	0.65	28.12	36.07	1.28	0.308	1.525	3.061	0.647	1220.176	0.000	0.074	0.168	0.031	58.925	0.000	0.057	0.678	0.098	45.423	0.102	1.103	11.825	1.439	882.113	0.000	0.413	2.097	0.278	330.675	0.000	0.048	0.285	0.041	38.047	0.000	0.170	0.715	0.148	135.976	0.434	0.789	1.160	0.119	630.970			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	7		26	142	#N/A	#N/A	4704	0.32 %	0.17	52.64	148.11	2.81	0.081	0.524	3.759	0.557	2465.568	0.000	0.114	0.787	0.096	534.536	0.000	0.437	2.536	0.456	2055.162	0.075	5.181	29.971	5.439	24372.722	0.000	0.415	4.220	0.550	1953.802	0.000	0.043	0.389	0.049	202.289	0.000	0.283	4.026	0.487	1331.026	0.264	0.699	1.317	0.134	3290.197			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	8		70	668	#N/A	#N/A	1136	0.08 %	0.40	36.16	55.93	1.55	0.120	0.562	3.537	0.647	637.908	0.000	0.162	0.636	0.111	183.796	0.000	0.269	1.821	0.298	306.067	0.194	2.797	14.221	3.172	3177.446	0.000	0.385	2.404	0.380	437.015	0.000	0.042	0.197	0.040	47.587	0.000	0.139	0.717	0.118	158.048	0.305	0.673	1.026	0.097	764.170			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Tumor	9		1310	1010	#N/A	#N/A	1312	0.09 %	0.56	36.07	52.02	1.44	0.195	0.682	2.208	0.441	894.872	0.000	0.059	0.169	0.033	77.641	0.000	0.063	0.953	0.120	82.775	0.000	1.056	7.125	0.915	1385.536	0.000	0.197	1.293	0.175	258.640	0.000	0.043	0.216	0.038	56.737	0.000	0.129	0.749	0.113	169.554	0.564	0.816	1.220	0.100	1071.047			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_5.im3	Stroma	10		162	212	#N/A	#N/A	67920	4.69 %	0.04	325.12	423.87	1.30	0.093	0.337	4.626	0.402	22880.045	0.000	0.170	2.382	0.191	11580.338	0.000	0.250	2.743	0.321	16969.759	0.000	2.573	23.481	3.123	174733.570	0.000	0.390	17.098	0.611	26486.635	0.000	0.058	2.918	0.130	3922.287	0.000	0.081	1.968	0.062	5494.457	0.072	0.652	1.646	0.115	44253.719			0	0	0	0	
