"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	1	NA	696	520	"#N/A"	"#N/A"	1052496	"72.70 %"	0.02	1045.62	1397.04	1.34	0.105	1.543	7.007	1.007	1624260.872	0	0.557	9.801	0.418	586756.332	0	0.606	5.849	0.472	638289.387	0	3.619	60.824	5.716	3809154.961	0	1.046	43.898	1.245	1100570.512	0	0.041	3.887	0.069	42769.146	0	0.393	3.644	0.363	413617.941	0	0.523	4.412	0.368	550876.432	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	2	NA	880	28	"#N/A"	"#N/A"	880	"0.06 %"	0.41	22.49	57.8	2.57	0.201	0.515	1.691	0.26	452.92	0	1.099	3.997	1.073	967.449	0	0.506	2.845	0.506	445.328	0.933	7.632	33.828	6.308	6716.163	0	1.11	7.606	1.276	976.653	0	0.029	0.248	0.042	25.446	0	0.089	0.353	0.053	78.526	0.155	0.804	1.825	0.358	707.38	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	3	NA	1376	160	"#N/A"	"#N/A"	2096	"0.14 %"	0.23	32.16	136.01	4.23	0.237	1.988	6.819	1.186	4167.46	0	0.442	1.572	0.216	926.692	0	0.658	2.268	0.33	1380.031	0	3.164	34.609	4.716	6631.074	0	1.16	5.396	0.671	2430.541	0	0.03	0.271	0.045	63.356	0	0.373	1.435	0.292	782.306	0	0.463	1.774	0.39	971.422	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	4	NA	1312	218	"#N/A"	"#N/A"	896	"0.06 %"	0.42	25.08	53.34	2.13	0.205	2.029	5.362	1.484	1818.345	0	0.633	2.294	0.432	566.987	0	1.094	3.253	0.659	980.267	0.809	11.482	44.776	8.118	10287.962	0	2.488	9.077	1.842	2229.351	0	0.043	0.431	0.063	38.091	0	0.282	0.995	0.193	252.543	0	0.707	2.013	0.523	633.503	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	5	NA	694	336	"#N/A"	"#N/A"	832	"0.06 %"	0.6	28.13	40.01	1.42	0.267	1.917	4.326	1.128	1594.817	0.087	0.768	4.911	0.638	638.78	0	0.866	4.765	0.604	720.49	0.661	7.2	41.657	7.047	5990.394	0	1.144	9.185	1.223	951.624	0	0.065	0.551	0.07	54.258	0	0.297	1.257	0.251	246.969	0	0.509	1.937	0.455	423.539	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	6	NA	1352	396	"#N/A"	"#N/A"	4768	"0.33 %"	0.34	71.98	132.73	1.84	0.238	1.176	4.586	0.885	5608.286	0	0.725	5.455	0.581	3457.537	0	0.525	2.841	0.341	2502.053	0	3.27	30.757	3.39	15591.612	0	1.011	5.211	0.699	4818.141	0	0.03	0.258	0.042	142.279	0	0.322	1.888	0.331	1533.63	0	0.642	1.557	0.293	3060.881	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	7	NA	1350	498	"#N/A"	"#N/A"	5408	"0.37 %"	0.42	84.09	108.02	1.28	0.195	1.521	5.143	1.025	8225.24	0	0.741	3.38	0.489	4005.765	0	0.813	3.485	0.49	4398.386	0	6.106	40.605	7.292	33022.053	0	1.358	9.436	1.037	7345.854	0	0.034	0.39	0.051	184.014	0	0.394	2.186	0.35	2129.135	0	0.71	2.272	0.446	3838.95	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	8	NA	116	656	"#N/A"	"#N/A"	2144	"0.15 %"	0.38	42.14	75	1.78	0.211	1.387	5.646	0.908	2972.695	0	0.623	2.06	0.254	1335.704	0	0.935	4.675	0.706	2005.079	1.461	8.375	59.906	9.613	17956.217	0	3.32	36.196	4.584	7117.913	0	0.194	2.049	0.246	414.971	0	0.5	2.923	0.569	1071.588	0	0.707	2.845	0.465	1515.206	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Tumor"	9	NA	610	776	"#N/A"	"#N/A"	1360	"0.09 %"	0.32	45.4	57.82	1.27	0.159	0.434	1.933	0.262	590.265	0	1.287	5.1	1.256	1750.499	0	1.448	4.261	0.721	1969.505	3.402	19.689	44.818	7.986	26776.709	0	2.237	10.291	2.055	3042.64	0	0.086	0.532	0.094	117.348	0	0.152	0.45	0.083	206.652	0.369	1.343	2.391	0.374	1825.823	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_2.im3"	"Stroma"	10	NA	52	34	"#N/A"	"#N/A"	5616	"0.39 %"	0.58	68.01	104.01	1.53	0.138	0.811	5.236	0.832	4553.791	0	1.75	6.681	1.332	9827.074	0	1.071	4.079	0.713	6011.994	2.201	17.473	54.299	9.304	98125.83	0	2.967	16.993	2.731	16663.042	0	0.13	1.445	0.14	731.762	0	0.152	0.51	0.078	850.945	0	1.199	2.708	0.448	6732.747	NA	NA	0	0	0	0	NA
