"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Tumor"	11	NA	32	976	"#N/A"	"#N/A"	2000	"0.14 %"	0.45	45.77	67	1.46	0.28	1.201	4.635	0.86	2402.101	0	0.531	2.828	0.353	1062.814	0	1.474	4.006	0.593	2948.882	2.644	16.831	44.466	8.026	33662.099	0	1.774	12.846	1.898	3548.83	0	0.137	0.815	0.128	274.031	0	0.304	1.272	0.267	608.298	0	1.139	2.48	0.412	2278.655	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Tumor"	12	NA	1346	1014	"#N/A"	"#N/A"	2960	"0.20 %"	0.46	52.01	92.03	1.77	0.612	2.653	7.632	1.927	7853.379	0	0.397	2.199	0.253	1175.482	0	1.357	3.89	0.7	4018.056	0.906	8.334	33.949	5.897	24669.095	0	1.106	4.392	0.742	3272.746	0	0.042	0.377	0.057	124.628	0	0.305	1.643	0.258	902.046	0	0.706	2.129	0.494	2090.055	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Tumor"	13	NA	556	1016	"#N/A"	"#N/A"	2352	"0.16 %"	0.57	48.23	64.07	1.33	0.477	1.415	4.317	0.846	3328.043	0	0.257	1.163	0.16	603.987	0	0.99	2.783	0.415	2328.964	1.09	7.556	30.668	4.031	17771.785	0	1.082	37.601	2.525	2544.224	0	0.06	1.441	0.106	141.876	0	0.199	1.124	0.152	468.905	0	0.682	2.12	0.311	1603.684	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	14	NA	102	88	"#N/A"	"#N/A"	14144	"0.98 %"	0.29	176.28	204.01	1.16	0.278	0.95	5.019	0.579	13432.66	0	0.159	2.305	0.173	2250.868	0	0.846	4.97	0.559	11961.968	0.632	12.185	55.481	9.575	172339.843	0	1.166	13.37	1.648	16491.82	0	0.038	0.74	0.061	536.673	0	0.068	0.445	0.047	957.048	0	0.704	2.38	0.334	9962.58	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	15	NA	696	520	"#N/A"	"#N/A"	508768	"35.14 %"	0.02	1044.05	1399.57	1.34	0	1.268	10.044	0.997	645141.182	0	0.327	11.698	0.561	166142.299	0	1.068	9.592	0.753	543535.654	0	12.928	66.674	10.519	6577486.925	0	1.879	50.016	2.861	956033.293	0	0.223	7.546	0.469	113206.778	0	0.092	3.294	0.067	46749.038	0	0.836	4.245	0.489	425292.619	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	16	NA	818	124	"#N/A"	"#N/A"	24192	"1.67 %"	0.1	220.17	344.9	1.57	0.328	1.061	8.614	0.85	25662.228	0	0.156	2.555	0.15	3785.991	0	0.581	4.7	0.485	14045.911	0	6.929	60.277	8.753	167635.306	0	0.658	12.056	1.088	15929.416	0	0.026	0.486	0.039	636.232	0	0.075	0.77	0.051	1809.001	0	0.667	3.002	0.335	16136.933	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	17	NA	934	20	"#N/A"	"#N/A"	1040	"0.07 %"	0.29	39.3	58.93	1.5	0.614	3.358	8.563	2.29	3492.743	0	0.316	1.952	0.26	328.178	0	0.936	3.141	0.471	973.619	1.135	10.241	43.607	11.331	10650.131	0	1.765	10.448	1.489	1835.561	0	0.036	0.417	0.061	37.726	0	0.315	1.018	0.263	327.904	0	0.43	2.292	0.572	446.832	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	18	NA	1130	32	"#N/A"	"#N/A"	1456	"0.10 %"	0.31	39.29	78.8	2.01	0.602	1.306	5.791	1.066	1901.365	0	0.092	0.44	0.09	134.34	0	0.911	2.798	0.561	1326.231	0.701	14.169	43.785	10.932	20630.115	0	2.076	10.694	2.069	3021.934	0	0.053	0.512	0.078	76.842	0	0.084	0.281	0.048	122.891	0	0.881	2.03	0.396	1282.981	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	19	NA	1230	40	"#N/A"	"#N/A"	3152	"0.22 %"	0.36	76.14	79.93	1.05	0.417	1.412	6.847	0.971	4450.526	0	0.161	3.153	0.298	508.139	0	1.318	3.712	0.617	4153.797	1.722	24.175	68.855	11.902	76200.234	0	2.768	11.988	2.387	8725.99	0	0.038	1.378	0.098	119.375	0	0.078	0.39	0.063	245.163	0	1.159	2.979	0.524	3653.915	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	20	NA	458	90	"#N/A"	"#N/A"	1520	"0.10 %"	0.24	54.4	71.43	1.31	0.562	1.269	6.546	1.26	1928.909	0	0.228	0.813	0.125	346.504	0	0.447	2.492	0.335	679.735	0	3.911	29.965	4.663	5945.387	0	0.565	3.163	0.516	858.948	0	0.029	0.197	0.037	44.581	0	0.106	0.429	0.057	160.52	0	0.522	1.55	0.253	793.397	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	21	NA	1334	140	"#N/A"	"#N/A"	4272	"0.30 %"	0.23	69.37	137.47	1.98	0.548	1.279	5.897	0.871	5465.244	0	0.142	1.828	0.149	604.559	0	0.795	4.98	0.54	3397.9	0.782	11.058	56.257	9.665	47239.903	0	1.669	15.675	2.132	7127.922	0	0.043	0.913	0.098	182.912	0	0.068	0.321	0.048	290.402	0	0.786	2.647	0.37	3356.174	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	22	NA	1204	166	"#N/A"	"#N/A"	5600	"0.39 %"	0.26	75.81	152.55	2.01	0.362	1.112	6.781	0.911	6229.348	0	0.271	6.514	0.694	1519.461	0	0.78	4.052	0.757	4370.68	0.189	11.253	58.138	11.664	63018.998	0	1.14	10.309	1.552	6382.481	0	0.072	2.36	0.234	405.228	0	0.072	0.402	0.053	404.723	0	0.75	2.772	0.486	4198.651	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	23	NA	496	180	"#N/A"	"#N/A"	1232	"0.09 %"	0.2	48.87	60.59	1.24	0.737	1.596	4.432	0.864	1965.964	0.043	0.261	0.966	0.109	321.558	0	0.422	1.085	0.189	520.109	0.249	1.486	3.814	0.47	1830.43	0	0.571	1.966	0.334	703.864	0	0.031	0.176	0.035	37.918	0.014	0.12	0.346	0.048	148.39	0	0.323	0.885	0.241	398.213	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	24	NA	1082	188	"#N/A"	"#N/A"	816	"0.06 %"	0.59	32.05	36.11	1.13	0.601	1.997	5.883	1.253	1629.536	0	0.177	1.539	0.165	144.571	0.13	1.136	3.046	0.526	926.794	0.956	14.317	44.879	12.779	11683.07	0	1.799	7.161	1.525	1468.066	0	0.027	0.388	0.053	22.177	0	0.101	0.3	0.056	82.571	0	0.728	2.223	0.562	593.831	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	25	NA	454	242	"#N/A"	"#N/A"	1600	"0.11 %"	0.36	45.15	59.09	1.31	0.714	1.784	4.852	1.122	2853.703	0	0.232	1.03	0.117	370.684	0	0.637	3.409	0.465	1019.082	0.42	4.481	39.683	5.943	7170.013	0	0.596	6.727	0.712	952.926	0	0.037	0.395	0.043	59.314	0	0.106	0.295	0.043	169.251	0	0.339	1.441	0.268	541.61	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	26	NA	990	256	"#N/A"	"#N/A"	3120	"0.22 %"	0.26	43.7	126.58	2.9	0.659	1.117	7.174	0.743	3486.141	0	0.574	7.802	0.972	1789.822	0	0.64	6.525	0.687	1996.431	0.146	5.751	49.218	8.042	17942.025	0	0.564	8.18	0.842	1759.818	0	0.027	0.22	0.033	84.288	0	0.072	0.277	0.037	223.521	0	0.672	2.522	0.275	2096.166	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	27	NA	1344	246	"#N/A"	"#N/A"	2512	"0.17 %"	0.29	50.63	98.58	1.95	0.74	1.727	9.076	1.462	4338.183	0	0.243	3.151	0.328	610.026	0	1.039	3.803	0.631	2610.739	1.024	11.736	39.934	8.872	29479.827	0	1.209	5.997	1.271	3036.747	0	0.033	0.331	0.05	82.603	0	0.085	0.296	0.051	213.731	0	0.672	1.76	0.397	1688.243	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	28	NA	310	268	"#N/A"	"#N/A"	1104	"0.08 %"	0.36	32.11	60.14	1.87	0.642	1.883	4.44	1.116	2078.858	0	0.293	0.995	0.125	323.364	0	0.752	2.524	0.384	830.693	0.717	5.373	22.98	3.767	5932.192	0	0.711	4.513	0.699	784.515	0	0.035	0.29	0.043	38.924	0	0.108	0.358	0.051	119.199	0	0.345	1.174	0.294	381.014	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	29	NA	1160	308	"#N/A"	"#N/A"	3184	"0.22 %"	0.38	50.39	103.49	2.05	0.488	1.113	5.034	0.813	3544.318	0	0.47	4.116	0.681	1495.974	0	0.516	4.514	0.47	1642.629	0.195	4.592	37.214	5.577	14619.66	0	0.482	7.641	0.619	1535.248	0	0.033	0.793	0.063	105.429	0	0.088	0.375	0.048	278.867	0	0.564	1.76	0.294	1797.014	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	30	NA	1364	306	"#N/A"	"#N/A"	1168	"0.08 %"	0.33	32.17	72.99	2.27	0.838	1.127	4.907	0.48	1316.319	0	0.264	0.794	0.115	308.4	0	0.44	2.424	0.288	513.382	0.444	2.219	26.178	2.513	2591.226	0	0.565	4.093	0.39	660.009	0	0.029	0.219	0.036	33.991	0	0.104	0.211	0.034	121.379	0	0.537	1.096	0.161	626.894	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	31	NA	792	312	"#N/A"	"#N/A"	848	"0.06 %"	0.22	32.45	68.4	2.11	0.592	1.138	3.167	0.699	964.73	0	0.196	0.943	0.109	166.139	0	0.269	1.261	0.188	227.961	0	1.152	3.155	0.481	977.314	0	0.319	1.641	0.253	270.212	0	0.024	0.146	0.029	20.299	0	0.09	0.251	0.029	76.081	0	0.408	0.812	0.244	345.769	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	32	NA	906	312	"#N/A"	"#N/A"	880	"0.06 %"	0.5	27.58	44.01	1.6	0.81	3.139	6.314	1.617	2761.965	0	0.424	1.411	0.199	373.371	0	1.017	2.907	0.642	895.084	0	1.814	13.546	1.26	1596.493	0	0.687	3.202	0.444	604.679	0	0.033	0.176	0.041	29.092	0.042	0.182	0.339	0.049	160.33	0	0.147	0.791	0.215	129.493	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	33	NA	810	448	"#N/A"	"#N/A"	3120	"0.22 %"	0.13	57.66	125.78	2.18	0.583	1.872	6.591	1.447	5840.798	0.012	0.281	1.087	0.138	878.008	0	0.474	3.249	0.332	1480.427	0.49	1.906	7.603	0.804	5947.84	0	0.552	3.925	0.435	1722.924	0	0.104	2.022	0.218	323.119	0	0.134	0.514	0.064	417.211	0	0.397	1.075	0.282	1239.128	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	34	NA	628	472	"#N/A"	"#N/A"	976	"0.07 %"	0.5	37.1	39.58	1.07	0.697	2.007	4.557	1.092	1958.489	0.034	0.254	0.824	0.1	247.638	0	0.476	1.064	0.209	464.863	0	1.321	3.053	0.427	1289.113	0	0.588	2.885	0.344	574.112	0	0.032	0.154	0.033	31.545	0.005	0.096	0.24	0.031	93.377	0	0.286	0.96	0.273	278.709	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	35	NA	592	532	"#N/A"	"#N/A"	1104	"0.08 %"	0.33	27.76	68.68	2.47	0.679	1.556	5.073	0.918	1718.293	0	0.223	0.777	0.11	246.703	0	0.545	3.045	0.442	602.109	0.547	3.756	36.333	5.046	4146.933	0	0.676	8.632	0.933	745.986	0	0.035	0.452	0.045	38.455	0	0.097	0.351	0.042	107.609	0	0.407	1.519	0.278	449.352	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	36	NA	338	542	"#N/A"	"#N/A"	768	"0.05 %"	0.38	36.16	43.97	1.22	0.538	0.671	0.818	0.049	515.222	0.119	0.683	2.223	0.346	524.859	0	0.43	2.068	0.269	330.116	1.036	2.913	11.722	1.208	2237.383	0	0.49	1.997	0.388	376.168	0	0.051	0.253	0.044	39.416	0.008	0.105	0.208	0.035	80.64	0.378	0.714	1.056	0.113	548.276	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	37	NA	798	802	"#N/A"	"#N/A"	1008	"0.07 %"	0.26	34.83	70.16	2.01	0.536	2.821	6.782	1.832	2844.014	0	0.213	0.867	0.142	214.726	0.116	1.297	3.412	0.512	1307.428	1.519	9.956	38.674	5.966	10035.973	0	0.474	3.06	0.547	478.182	0	0.055	0.235	0.051	55.21	0.022	0.194	0.481	0.074	195.816	0	0.389	1.582	0.457	392.416	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	38	NA	754	814	"#N/A"	"#N/A"	1248	"0.09 %"	0.48	36.03	52.02	1.44	0.378	1.604	5.847	1.369	2001.899	0	0.16	1.182	0.184	199.796	0	1.855	4.641	0.685	2315.6	6.128	24.122	52.401	9.944	30104.729	0	1.276	8.488	1.639	1592.902	0	0.093	0.624	0.094	116.569	0	0.17	0.402	0.073	212.183	0	1.046	2.57	0.582	1305.993	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	39	NA	1012	934	"#N/A"	"#N/A"	12960	"0.90 %"	0.13	140.55	200.21	1.42	0.412	1.236	7.904	0.876	16013.66	0	0.343	12.426	1.191	4443.73	0	0.954	6.073	0.705	12361.834	0.312	10.386	55.808	10.369	134608.19	0	0.838	9.283	1.08	10860.157	0	0.056	1.101	0.11	730.055	0	0.084	0.473	0.048	1089.74	0	0.819	3.008	0.425	10617.104	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	40	NA	832	896	"#N/A"	"#N/A"	832	"0.06 %"	0.48	30.5	41.74	1.37	0.74	1.915	5.251	1.239	1593.078	0	0.246	1.394	0.148	204.993	0	0.627	1.455	0.254	521.348	0	3.21	12.795	1.991	2670.367	0	0.509	2.098	0.402	423.832	0	0.034	0.17	0.037	27.966	0.02	0.122	0.288	0.041	101.802	0	0.384	0.952	0.304	319.724	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_2.im3"	"Stroma"	41	NA	932	988	"#N/A"	"#N/A"	2160	"0.15 %"	0.18	61.88	98.05	1.58	0.774	2.587	7.154	1.854	5588.068	0	0.257	1.25	0.138	554.803	0	0.613	1.78	0.284	1324.223	0	2.306	20.47	1.671	4980.333	0	0.637	3.81	0.445	1375.5	0	0.032	0.221	0.039	68.682	0	0.128	0.358	0.049	276.149	0	0.33	1.232	0.305	711.729	NA	NA	0	0	0	0	NA
