"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	1	NA	696	520	"#N/A"	"#N/A"	1133824	"78.32 %"	0.02	1040.97	1392.78	1.34	0.084	1.49	7.26	0.984	1689708.662	0	0.193	6.482	0.129	219195.493	0	0.419	9.713	0.308	474897.334	0	2.174	54.825	3.91	2465262.351	0	0.569	31.05	0.528	645630.812	0	0.018	0.842	0.027	19881.949	0	0.347	2.826	0.34	392880.981	0	0.556	2.924	0.34	630506.764	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	2	NA	1356	20	"#N/A"	"#N/A"	1600	"0.11 %"	0.42	40.21	72.02	1.79	0.364	0.913	3.749	0.67	1460.998	0	0.174	0.763	0.093	278.587	0	0.403	2.241	0.327	644.371	0	2.996	25.1	3.704	4794.192	0	0.551	5.485	0.462	882.396	0	0.018	0.194	0.028	28.731	0.006	0.221	1.065	0.223	353.255	0	0.765	2.11	0.308	1224.175	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	3	NA	700	404	"#N/A"	"#N/A"	960	"0.07 %"	0.62	32.05	40.03	1.25	0.345	1.045	3.262	0.776	1002.936	0	0.103	0.485	0.079	98.861	0	0.376	1.333	0.268	361.398	0.436	3.367	18.252	3.02	3231.855	0	0.256	2.069	0.328	245.492	0	0.031	0.313	0.049	29.285	0	0.325	2.177	0.459	312.176	0	0.548	1.265	0.22	526.12	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	4	NA	702	500	"#N/A"	"#N/A"	1392	"0.10 %"	0.23	38.6	79.41	2.06	0.159	0.924	4.765	0.764	1286.775	0	0.086	0.863	0.089	120.401	0	0.764	2.294	0.485	1063.107	0.722	10.818	43.386	9.239	15058.825	0	0.66	5.854	0.851	918.734	0	0.038	0.253	0.043	52.418	0	0.096	0.292	0.043	133.065	0	0.992	2.378	0.407	1380.951	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	5	NA	846	588	"#N/A"	"#N/A"	1280	"0.09 %"	0.5	33.68	58.91	1.75	0.318	1.363	4.664	1.012	1744.066	0	0.171	0.72	0.123	219.456	0	0.687	2.599	0.418	878.83	0.992	6.899	38.082	6.835	8831.039	0	0.743	4.402	0.685	951.059	0	0.026	0.209	0.036	33.189	0	0.201	0.749	0.173	257.083	0	0.764	1.908	0.39	977.733	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Tumor"	6	NA	1358	592	"#N/A"	"#N/A"	1216	"0.08 %"	0.37	36	56	1.56	0.215	1.119	3.585	0.766	1360.285	0	0.126	0.373	0.073	153.413	0	0.632	1.724	0.303	768.183	0.765	6.588	22.286	4.925	8011.196	0	0.917	3.353	0.69	1115.109	0	0.021	0.18	0.031	25.734	0	0.14	1.004	0.163	170.232	0	0.919	1.802	0.333	1117.601	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Stroma"	7	NA	86	78	"#N/A"	"#N/A"	12800	"0.88 %"	0.18	156.02	172.02	1.1	0.161	1.046	5.965	1.092	13387.303	0	0.193	3.047	0.241	2471.22	0	0.587	2.316	0.392	7509.731	0	7.255	47.851	7.034	92859.451	0	0.91	26.449	1.115	11644.181	0	0.024	0.906	0.041	303.85	0	0.077	0.272	0.038	980.648	0	0.831	3.144	0.518	10638.823	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Stroma"	8	NA	440	204	"#N/A"	"#N/A"	20032	"1.38 %"	0.1	135.82	411.35	3.03	0.149	0.632	5.36	0.599	12663.238	0	0.108	5.012	0.183	2153.664	0	0.394	4.351	0.39	7893.126	0	4.733	45.669	5.801	94802.046	0	0.382	6.929	0.609	7658.176	0	0.016	0.289	0.024	316.711	0	0.069	0.296	0.03	1378.344	0	0.707	3.362	0.379	14156.426	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Stroma"	9	NA	628	40	"#N/A"	"#N/A"	2416	"0.17 %"	0.32	65.76	76.66	1.17	0.215	0.9	5.907	1.095	2174.538	0	0.072	0.529	0.083	172.751	0	0.688	2.511	0.41	1662.102	0.425	11.339	37.704	7.147	27394.461	0	0.688	5.419	0.826	1663.269	0	0.026	0.528	0.043	61.691	0	0.078	0.199	0.037	189.613	0	0.863	2.017	0.376	2085.153	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-07-05 B D_3.im3"	"Stroma"	10	NA	1310	52	"#N/A"	"#N/A"	5232	"0.36 %"	0.13	100.4	169.69	1.69	0.305	0.694	4.232	0.621	3628.562	0	0.091	0.579	0.079	478.294	0	0.337	2.249	0.337	1764.011	0	4.212	33.381	5.281	22035.158	0	0.499	3.535	0.523	2611.422	0	0.016	0.229	0.027	82.029	0	0.061	0.287	0.029	318.205	0	0.75	2.182	0.27	3925.58	NA	NA	0	0	0	0	NA
