"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	1	NA	66	36	"#N/A"	"#N/A"	5680	"0.39 %"	0.4	72.02	132.24	1.84	0.37	1.723	5.444	1.098	9789.048	0	0.397	4.484	0.397	2254.231	0	1.892	6.285	0.842	10744.66	1.538	26.258	62.971	12.307	149142.764	0	2.487	16.981	2.599	14128.483	0	0.289	1.78	0.267	1641	0	0.464	2.091	0.37	2635.914	0	0.893	3.03	0.556	5073.134	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	2	NA	696	520	"#N/A"	"#N/A"	832032	"57.47 %"	0.02	1042.91	1396.48	1.34	0.249	1.879	7.096	1.133	1563077.533	0	0.288	10.806	0.236	239303.919	0	0.802	14.516	0.615	667290.142	0	4.914	64.122	6.081	4088354.619	0	0.702	57.194	0.93	584131.486	0	0.044	4.558	0.078	36655.079	0	0.343	2.711	0.283	285290.671	0	0.412	3.36	0.343	342978.676	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	3	NA	828	38	"#N/A"	"#N/A"	1824	"0.13 %"	0.44	52.01	56	1.08	0.562	1.953	6.277	1.437	3563.17	0	0.175	0.678	0.126	319.642	0	0.817	2.233	0.359	1489.388	2.461	8.822	42.324	5.841	16091.165	0	0.785	6.622	0.911	1432.426	0	0.043	0.374	0.051	78.216	0	0.222	1.266	0.208	405.839	0	0.428	1.649	0.344	781.32	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	4	NA	290	48	"#N/A"	"#N/A"	1312	"0.09 %"	0.43	35.44	56.9	1.61	0.356	0.828	2.761	0.375	1086.693	0	0.227	0.954	0.136	297.367	0	1.008	3.651	0.618	1321.876	2.138	14.619	52.318	10.987	19179.518	0	1.419	11.941	1.991	1861.771	0	0.064	0.625	0.078	84.116	0	0.12	0.561	0.091	157.365	0.023	0.856	2.344	0.343	1122.991	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	5	NA	180	152	"#N/A"	"#N/A"	8032	"0.55 %"	0.28	70.6	184.92	2.62	0.353	1.73	6.878	1.043	13898.036	0	0.396	3.288	0.326	3182.62	0	1.255	8.476	0.924	10076.639	0.682	10.426	56.461	9.821	83743.298	0	1.107	14.606	1.568	8889.922	0	0.084	1.259	0.124	672.723	0	0.319	2.322	0.322	2558.914	0	0.488	2.699	0.415	3918.797	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	6	NA	74	164	"#N/A"	"#N/A"	17376	"1.20 %"	0.44	148.22	176	1.19	0.379	1.899	6.248	1.093	32995.936	0	0.461	6.685	0.499	8009.941	0	1.986	7.143	0.757	34505.275	2.273	27.619	60.271	11.418	479910.62	0	2.624	19.906	2.572	45601.681	0	0.323	3.801	0.269	5612.359	0	0.474	2.45	0.367	8236.489	0	0.889	3.182	0.571	15445.999	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	7	NA	128	292	"#N/A"	"#N/A"	1728	"0.12 %"	0.27	55.99	56.18	1	0.428	0.994	4.012	0.603	1717.814	0	0.309	2.337	0.181	534.278	0	0.812	4.298	0.641	1402.952	1.162	8.525	63.31	10.903	14731.559	0	0.939	14.138	1.412	1622.456	0	0.157	2.042	0.235	271.179	0	0.147	0.653	0.116	253.168	0	0.699	2.583	0.367	1207.935	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	8	NA	28	392	"#N/A"	"#N/A"	3104	"0.21 %"	0.28	46.36	108.44	2.34	0.622	1.451	4.983	0.75	4503.289	0	0.772	3.049	0.595	2395.988	0	1.615	3.781	0.667	5012.667	2.967	21.84	50.644	11.103	67791.107	0	3.265	15.71	2.847	10134.789	0	0.411	1.643	0.325	1275.274	0	0.184	0.64	0.104	571.906	0	1.021	2.649	0.518	3167.835	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	9	NA	104	390	"#N/A"	"#N/A"	3056	"0.21 %"	0.24	60.59	105.15	1.74	0.384	0.905	4.62	0.62	2765.174	0	0.422	3.23	0.42	1289.773	0	1.474	4.813	0.721	4504.554	2.747	20.314	59.87	12.539	62080.7	0	1.754	13.214	2.319	5358.775	0	0.19	1.358	0.221	579.787	0	0.218	1.467	0.234	667.054	0	0.977	2.74	0.52	2986.651	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	10	NA	62	686	"#N/A"	"#N/A"	10096	"0.70 %"	0.49	123.84	124.27	1	0.387	1.688	5.497	0.919	17040.388	0	0.454	3.239	0.297	4579.386	0	1.058	5.723	0.619	10683.108	0.876	7.648	53.12	7.481	77219.1	0	0.933	14.356	1.268	9419.541	0	0.055	0.833	0.076	552.712	0	0.298	2.261	0.271	3007.535	0	0.485	2.368	0.367	4891.521	NA	NA	0	0	0	0	NA
